"U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,0,0,0.0060224,0.0019553,5e-05
nan,nan,nan,0,9.996e-08,0.0060223,0.0019554,5e-05
nan,nan,nan,0,1.9992e-07,0.0060223,0.0019555,5e-05
2.8336e-05,1.4168e-05,-1.0274e-25,1,3.0009e-07,0.0060222,0.0019555,5e-05
3.2242e-05,1.6121e-05,-1.0274e-25,1,4.0005e-07,0.0060222,0.0019556,5e-05
3.6148e-05,1.8074e-05,-1.0275e-25,1,5.0001e-07,0.0060221,0.0019557,5e-05
4.0062e-05,2.0031e-05,-1.0275e-25,1,6.0018e-07,0.0060221,0.0019558,5e-05
4.3968e-05,2.1984e-05,-1.0275e-25,1,7.0014e-07,0.006022,0.0019559,5e-05
4.7874e-05,2.3937e-05,-1.0275e-25,1,8.001e-07,0.006022,0.001956,5e-05
5.178e-05,2.589e-05,-1.0276e-25,1,9.0006e-07,0.006022,0.0019561,5e-05
5.5686e-05,2.7843e-05,-1.0276e-25,1,1e-06,0.0060219,0.0019562,5e-05
5.9592e-05,2.9796e-05,-1.0276e-25,1,1.1e-06,0.0060219,0.0019563,5e-05
6.3498e-05,3.1749e-05,-1.0277e-25,1,1.1999e-06,0.0060218,0.0019564,5e-05
6.8016e-05,3.4008e-05,-8.6368e-26,1,1.2999e-06,0.0060218,0.0019564,5e-05
7.3123e-05,3.6562e-05,-5.4422e-26,1,1.4001e-06,0.0060217,0.0019565,5e-05
7.822e-05,3.911e-05,-2.2551e-26,1,1.5e-06,0.0060217,0.0019566,5e-05
8.3316e-05,4.1658e-05,9.3202e-27,1,1.6e-06,0.0060216,0.0019567,5e-05
8.8413e-05,4.4206e-05,4.1191e-26,1,1.6999e-06,0.0060216,0.0019568,5e-05
9.3509e-05,4.6755e-05,7.3061e-26,1,1.7999e-06,0.0060216,0.0019569,5e-05
9.8606e-05,4.9303e-05,1.0493e-25,1,1.8999e-06,0.0060215,0.001957,5e-05
0.00010371,5.1856e-05,1.3686e-25,1,2e-06,0.0060215,0.0019571,5e-05
0.00010882,5.441e-05,1.688e-25,1,2.1002e-06,0.0060214,0.0019572,5e-05
0.00011392,5.6958e-05,2.0067e-25,1,2.2002e-06,0.0060214,0.0019572,5e-05
0.00011901,5.9506e-05,2.3254e-25,1,2.3001e-06,0.0060213,0.0019573,5e-05
