x,f(x)
0,-4.57e-05
0.001,-4.349e-05
0.002,-3.706e-05
0.003,-2.704e-05
0.004,-1.439e-05
0.005,-3.553e-07
0.006,1.372e-05
0.007,2.646e-05
0.008,3.664e-05
0.009,4.327e-05
0.01,4.57e-05
0.011,4.371e-05
0.012,3.748e-05
0.013,2.761e-05
0.014,1.507e-05
0.015,1.066e-06
0.016,-1.304e-05
0.017,-2.589e-05
0.018,-3.622e-05
0.019,-4.305e-05
0.02,-4.57e-05
0.021,-4.393e-05
0.022,-3.789e-05
0.023,-2.819e-05
0.024,-1.575e-05
0.025,-1.778e-06
0.026,1.236e-05
0.027,2.531e-05
0.028,3.58e-05
0.029,4.283e-05
0.03,4.57e-05
0.031,4.415e-05
0.032,3.831e-05
0.033,2.876e-05
0.034,1.642e-05
0.035,2.49e-06
0.036,-1.169e-05
0.037,-2.473e-05
0.038,-3.539e-05
0.039,-4.261e-05
0.04,-4.57e-05
0.041,-4.437e-05
0.042,-3.873e-05
0.043,-2.934e-05
0.044,-1.71e-05
0.045,-3.203e-06
0.046,1.101e-05
0.047,2.416e-05
0.048,3.497e-05
0.049,4.239e-05
0.05,4.571e-05
0.051,4.459e-05
0.052,3.915e-05
0.053,2.992e-05
0.054,1.778e-05
0.055,3.918e-06
0.056,-1.033e-05
0.057,-2.358e-05
0.058,-3.455e-05
0.059,-4.217e-05
0.06,-4.571e-05
0.061,-4.481e-05
0.062,-3.958e-05
0.063,-3.05e-05
0.064,-1.846e-05
0.065,-4.636e-06
0.066,9.648e-06
0.067,2.3e-05
0.068,3.413e-05
0.069,4.195e-05
0.07,4.571e-05
0.071,4.504e-05
0.072,4e-05
0.073,3.108e-05
0.074,1.915e-05
0.075,5.355e-06
0.076,-8.964e-06
0.077,-2.242e-05
0.078,-3.371e-05
0.079,-4.173e-05
0.08,-4.571e-05
0.081,-4.526e-05
0.082,-4.042e-05
0.083,-3.167e-05
0.084,-1.984e-05
0.085,-6.077e-06
0.086,8.277e-06
0.087,2.184e-05
0.088,3.328e-05
0.089,4.151e-05
0.09,4.571e-05
0.091,4.549e-05
0.092,4.085e-05
0.093,3.225e-05
0.094,2.053e-05
0.095,6.802e-06
0.096,-7.588e-06
0.097,-2.125e-05
0.098,-3.286e-05
0.099,-4.128e-05
0.1,-4.571e-05
0.101,-4.571e-05
0.102,-4.128e-05
0.103,-3.284e-05
0.104,-2.122e-05
0.105,-7.53e-06
0.106,6.896e-06
0.107,2.066e-05
0.108,3.243e-05
0.109,4.106e-05
0.11,4.572e-05
0.111,4.594e-05
0.112,4.171e-05
0.113,3.344e-05
0.114,2.192e-05
0.115,8.263e-06
0.116,-6.199e-06
0.117,-2.007e-05
0.118,-3.2e-05
0.119,-4.084e-05
0.12,-4.572e-05
0.121,-4.617e-05
0.122,-4.215e-05
0.123,-3.403e-05
0.124,-2.262e-05
0.125,-8.999e-06
0.126,5.499e-06
0.127,1.947e-05
0.128,3.157e-05
0.129,4.061e-05
0.13,4.572e-05
0.131,4.64e-05
0.132,4.258e-05
0.133,3.464e-05
0.134,2.332e-05
0.135,9.741e-06
0.136,-4.795e-06
0.137,-1.888e-05
0.138,-3.114e-05
0.139,-4.039e-05
0.14,-4.573e-05
0.141,-4.664e-05
0.142,-4.303e-05
0.143,-3.524e-05
0.144,-2.403e-05
0.145,-1.049e-05
0.146,4.086e-06
0.147,1.827e-05
0.148,3.07e-05
0.149,4.016e-05
0.15,4.573e-05
0.151,4.687e-05
0.152,4.347e-05
0.153,3.585e-05
0.154,2.475e-05
0.155,1.124e-05
0.156,-3.372e-06
0.157,-1.767e-05
0.158,-3.026e-05
0.159,-3.993e-05
0.16,-4.573e-05
0.161,-4.711e-05
0.162,-4.392e-05
0.163,-3.646e-05
0.164,-2.547e-05
0.165,-1.2e-05
0.166,2.652e-06
0.167,1.705e-05
0.168,2.982e-05
0.169,3.97e-05
0.17,4.574e-05
0.171,4.735e-05
0.172,4.437e-05
0.173,3.708e-05
0.174,2.62e-05
0.175,1.276e-05
0.176,-1.926e-06
0.177,-1.644e-05
0.178,-2.937e-05
0.179,-3.946e-05
0.18,-4.574e-05
0.181,-4.759e-05
0.182,-4.482e-05
0.183,-3.771e-05
0.184,-2.693e-05
0.185,-1.353e-05
0.186,1.194e-06
0.187,1.582e-05
0.188,2.892e-05
0.189,3.923e-05
0.19,4.575e-05
0.191,4.783e-05
0.192,4.528e-05
0.193,3.834e-05
0.194,2.767e-05
0.195,1.431e-05
0.196,-4.548e-07
0.197,-1.519e-05
0.198,-2.846e-05
0.199,-3.899e-05
0.2,-4.575e-05
0.201,-4.808e-05
0.202,-4.575e-05
0.203,-3.898e-05
0.204,-2.842e-05
0.205,-1.509e-05
0.206,-2.917e-07
0.207,1.455e-05
0.208,2.8e-05
0.209,3.875e-05
0.21,4.576e-05
0.211,4.833e-05
0.212,4.622e-05
0.213,3.962e-05
0.214,2.917e-05
0.215,1.589e-05
0.216,1.046e-06
0.217,-1.391e-05
0.218,-2.754e-05
0.219,-3.851e-05
0.22,-4.576e-05
0.221,-4.858e-05
0.222,-4.669e-05
0.223,-4.027e-05
0.224,-2.994e-05
0.225,-1.669e-05
