x,f(x)
0,0.4112
0.001,0.4112
0.002,0.4112
0.003,0.4112
0.004,0.4112
0.005,0.4112
0.006,0.4112
0.007,0.4112
0.008,0.4112
0.009,0.4112
0.01,0.4112
0.011,0.4112
0.012,0.4112
0.013,0.4112
0.014,0.4112
0.015,0.4113
0.016,0.4113
0.017,0.4113
0.018,0.4113
0.019,0.4113
0.02,0.4113
0.021,0.4113
0.022,0.4114
0.023,0.4114
0.024,0.4114
0.025,0.4114
0.026,0.4114
0.027,0.4115
0.028,0.4115
0.029,0.4115
0.03,0.4115
0.031,0.4116
0.032,0.4116
0.033,0.4116
0.034,0.4117
0.035,0.4117
0.036,0.4117
0.037,0.4118
0.038,0.4118
0.039,0.4118
0.04,0.4119
0.041,0.4119
0.042,0.4119
0.043,0.412
0.044,0.412
0.045,0.412
0.046,0.4121
0.047,0.4121
0.048,0.4122
0.049,0.4122
0.05,0.4122
0.051,0.4123
0.052,0.4123
0.053,0.4124
0.054,0.4124
0.055,0.4125
0.056,0.4125
0.057,0.4126
0.058,0.4126
0.059,0.4127
0.06,0.4127
0.061,0.4128
0.062,0.4128
0.063,0.4129
0.064,0.4129
0.065,0.413
0.066,0.4131
0.067,0.4131
0.068,0.4132
0.069,0.4132
0.07,0.4133
0.071,0.4134
0.072,0.4134
0.073,0.4135
0.074,0.4135
0.075,0.4136
0.076,0.4137
0.077,0.4137
0.078,0.4138
0.079,0.4139
0.08,0.4139
0.081,0.414
0.082,0.4141
0.083,0.4142
0.084,0.4142
0.085,0.4143
0.086,0.4144
0.087,0.4144
0.088,0.4145
0.089,0.4146
0.09,0.4147
0.091,0.4148
0.092,0.4148
0.093,0.4149
0.094,0.415
0.095,0.4151
0.096,0.4152
0.097,0.4152
0.098,0.4153
0.099,0.4154
0.1,0.4155
0.101,0.4156
0.102,0.4157
0.103,0.4158
0.104,0.4159
0.105,0.4159
0.106,0.416
0.107,0.4161
0.108,0.4162
0.109,0.4163
0.11,0.4164
0.111,0.4165
0.112,0.4166
0.113,0.4167
0.114,0.4168
0.115,0.4169
0.116,0.417
0.117,0.4171
0.118,0.4172
0.119,0.4173
0.12,0.4174
0.121,0.4175
0.122,0.4176
0.123,0.4177
0.124,0.4178
0.125,0.4179
0.126,0.418
0.127,0.4181
0.128,0.4182
0.129,0.4183
0.13,0.4185
0.131,0.4186
0.132,0.4187
0.133,0.4188
0.134,0.4189
0.135,0.419
0.136,0.4191
0.137,0.4193
0.138,0.4194
0.139,0.4195
0.14,0.4196
0.141,0.4197
0.142,0.4198
0.143,0.42
0.144,0.4201
0.145,0.4202
0.146,0.4203
0.147,0.4205
0.148,0.4206
0.149,0.4207
0.15,0.4208
0.151,0.421
0.152,0.4211
0.153,0.4212
0.154,0.4213
0.155,0.4215
0.156,0.4216
0.157,0.4217
0.158,0.4219
0.159,0.422
0.16,0.4221
0.161,0.4223
0.162,0.4224
0.163,0.4225
0.164,0.4227
0.165,0.4228
0.166,0.423
0.167,0.4231
0.168,0.4232
0.169,0.4234
0.17,0.4235
0.171,0.4237
0.172,0.4238
0.173,0.424
0.174,0.4241
0.175,0.4242
0.176,0.4244
0.177,0.4245
0.178,0.4247
0.179,0.4248
0.18,0.425
0.181,0.4251
0.182,0.4253
0.183,0.4254
0.184,0.4256
0.185,0.4257
0.186,0.4259
0.187,0.426
0.188,0.4262
0.189,0.4264
0.19,0.4265
0.191,0.4267
0.192,0.4268
0.193,0.427
0.194,0.4271
0.195,0.4273
0.196,0.4275
0.197,0.4276
0.198,0.4278
0.199,0.428
0.2,0.4281
0.201,0.4283
0.202,0.4284
0.203,0.4286
0.204,0.4288
0.205,0.4289
0.206,0.4291
0.207,0.4293
0.208,0.4295
0.209,0.4296
0.21,0.4298
0.211,0.43
0.212,0.4301
0.213,0.4303
0.214,0.4305
0.215,0.4307
0.216,0.4308
0.217,0.431
0.218,0.4312
0.219,0.4314
0.22,0.4315
0.221,0.4317
0.222,0.4319
0.223,0.4321
0.224,0.4323
0.225,0.4324
0.226,0.4326
0.227,0.4328
0.228,0.433
0.229,0.4332
0.23,0.4334
0.231,0.4335
0.232,0.4337
0.233,0.4339
0.234,0.4341
0.235,0.4343
0.236,0.4345
0.237,0.4347
0.238,0.4349
0.239,0.435
0.24,0.4352
0.241,0.4354
0.242,0.4356
0.243,0.4358
0.244,0.436
0.245,0.4362
0.246,0.4364
0.247,0.4366
0.248,0.4368
0.249,0.437
0.25,0.4372
0.251,0.4374
0.252,0.4376
0.253,0.4378
0.254,0.438
0.255,0.4382
