x,f(x)
0,0.5008
0.001,0.5008
0.002,0.5009
0.003,0.5011
0.004,0.5013
0.005,0.5016
0.006,0.502
0.007,0.5024
0.008,0.5028
0.009,0.5032
0.01,0.5036
0.011,0.5041
0.012,0.5045
0.013,0.5049
0.014,0.5053
0.015,0.5057
0.016,0.5061
0.017,0.5065
0.018,0.5068
0.019,0.5072
0.02,0.5075
0.021,0.5078
0.022,0.5082
0.023,0.5085
0.024,0.5089
0.025,0.5092
0.026,0.5096
0.027,0.51
0.028,0.5104
0.029,0.5108
0.03,0.5112
0.031,0.5116
0.032,0.512
0.033,0.5123
0.034,0.5127
0.035,0.5131
0.036,0.5135
0.037,0.5138
0.038,0.5142
0.039,0.5146
0.04,0.5149
0.041,0.5153
0.042,0.5156
0.043,0.516
0.044,0.5163
0.045,0.5167
0.046,0.5171
0.047,0.5175
0.048,0.5178
0.049,0.5182
0.05,0.5186
0.051,0.519
0.052,0.5194
0.053,0.5198
0.054,0.5201
0.055,0.5205
0.056,0.5209
0.057,0.5213
0.058,0.5216
0.059,0.522
0.06,0.5223
0.061,0.5227
0.062,0.5231
0.063,0.5234
0.064,0.5238
0.065,0.5242
0.066,0.5245
0.067,0.5249
0.068,0.5253
0.069,0.5257
0.07,0.526
0.071,0.5264
0.072,0.5268
0.073,0.5272
0.074,0.5276
0.075,0.5279
0.076,0.5283
0.077,0.5287
0.078,0.529
0.079,0.5294
0.08,0.5298
0.081,0.5301
0.082,0.5305
0.083,0.5308
0.084,0.5312
0.085,0.5316
0.086,0.5319
0.087,0.5323
0.088,0.5327
0.089,0.5331
0.09,0.5334
0.091,0.5338
0.092,0.5342
0.093,0.5346
0.094,0.5349
0.095,0.5353
0.096,0.5357
0.097,0.536
0.098,0.5364
0.099,0.5368
0.1,0.5371
0.101,0.5375
0.102,0.5379
0.103,0.5382
0.104,0.5386
0.105,0.5389
0.106,0.5393
0.107,0.5397
0.108,0.5401
0.109,0.5404
0.11,0.5408
0.111,0.5412
0.112,0.5416
0.113,0.5419
0.114,0.5423
0.115,0.5427
0.116,0.543
0.117,0.5434
0.118,0.5438
0.119,0.5441
0.12,0.5445
0.121,0.5448
0.122,0.5452
0.123,0.5456
0.124,0.5459
0.125,0.5463
0.126,0.5467
0.127,0.547
0.128,0.5474
0.129,0.5478
0.13,0.5481
0.131,0.5485
0.132,0.5489
0.133,0.5492
0.134,0.5496
0.135,0.55
0.136,0.5503
0.137,0.5507
0.138,0.5511
0.139,0.5514
0.14,0.5518
0.141,0.5521
0.142,0.5525
0.143,0.5529
0.144,0.5532
0.145,0.5536
0.146,0.5539
0.147,0.5543
0.148,0.5547
0.149,0.555
0.15,0.5554
0.151,0.5558
0.152,0.5561
0.153,0.5565
0.154,0.5569
0.155,0.5572
0.156,0.5576
0.157,0.558
0.158,0.5583
0.159,0.5587
0.16,0.559
0.161,0.5594
0.162,0.5597
0.163,0.5601
0.164,0.5605
0.165,0.5608
0.166,0.5612
0.167,0.5615
0.168,0.5619
0.169,0.5623
0.17,0.5626
0.171,0.563
0.172,0.5634
0.173,0.5637
0.174,0.5641
0.175,0.5644
0.176,0.5648
0.177,0.5652
0.178,0.5655
0.179,0.5659
0.18,0.5662
0.181,0.5666
0.182,0.5669
0.183,0.5673
0.184,0.5676
0.185,0.568
0.186,0.5684
0.187,0.5687
0.188,0.5691
0.189,0.5694
0.19,0.5698
0.191,0.5701
0.192,0.5705
0.193,0.5709
0.194,0.5712
0.195,0.5716
0.196,0.5719
0.197,0.5723
0.198,0.5726
0.199,0.573
0.2,0.5733
0.201,0.5737
0.202,0.5741
0.203,0.5744
0.204,0.5748
0.205,0.5751
0.206,0.5755
0.207,0.5758
0.208,0.5762
0.209,0.5765
0.21,0.5769
0.211,0.5772
0.212,0.5776
0.213,0.5779
0.214,0.5783
0.215,0.5787
0.216,0.579
0.217,0.5794
0.218,0.5797
0.219,0.5801
0.22,0.5804
0.221,0.5808
0.222,0.5811
0.223,0.5814
0.224,0.5818
0.225,0.5821
0.226,0.5825
0.227,0.5828
0.228,0.5832
0.229,0.5835
0.23,0.5839
0.231,0.5842
0.232,0.5846
0.233,0.5849
0.234,0.5853
0.235,0.5856
0.236,0.586
0.237,0.5863
0.238,0.5867
0.239,0.587
0.24,0.5874
0.241,0.5877
0.242,0.5881
0.243,0.5884
0.244,0.5887
0.245,0.5891
0.246,0.5894
0.247,0.5898
0.248,0.5901
0.249,0.5905
0.25,0.5908
0.251,0.5912
0.252,0.5915
0.253,0.5919
0.254,0.5922
0.255,0.5926
0.256,0.5929
0.257,0.5932
0.258,0.5936
0.259,0.5939
0.26,0.5943
0.261,0.5946
0.262,0.5949
0.263,0.5953
0.264,0.5956
0.265,0.596
0.266,0.5963
0.267,0.5966
0.268,0.597
0.269,0.5973
0.27,0.5977
0.271,0.598
0.272,0.5984
0.273,0.5987
0.274,0.599
0.275,0.5994
0.276,0.5997
0.277,0.6001
0.278,0.6004
0.279,0.6007
0.28,0.6011
0.281,0.6014
0.282,0.6017
0.283,0.6021
0.284,0.6024
0.285,0.6027
0.286,0.6031
0.287,0.6034
0.288,0.6037
0.289,0.6041
0.29,0.6044
0.291,0.6047
0.292,0.6051
0.293,0.6054
0.294,0.6058
0.295,0.6061
0.296,0.6064
0.297,0.6068
0.298,0.6071
0.299,0.6074
0.3,0.6078
0.301,0.6081
0.302,0.6084
0.303,0.6087
0.304,0.6091
0.305,0.6094
0.306,0.6097
0.307,0.6101
0.308,0.6104
0.309,0.6107
0.31,0.6111
0.311,0.6114
0.312,0.6117
0.313,0.612
0.314,0.6124
0.315,0.6127
0.316,0.613
0.317,0.6134
0.318,0.6137
0.319,0.614
0.32,0.6143
0.321,0.6147
0.322,0.615
0.323,0.6153
0.324,0.6156
0.325,0.616
0.326,0.6163
0.327,0.6166
0.328,0.6169
0.329,0.6173
0.33,0.6176
0.331,0.6179
0.332,0.6182
0.333,0.6186
0.334,0.6189
0.335,0.6192
0.336,0.6195
0.337,0.6199
0.338,0.6202
0.339,0.6205
0.34,0.6208
0.341,0.6211
0.342,0.6215
0.343,0.6218
0.344,0.6221
0.345,0.6224
0.346,0.6227
0.347,0.623
0.348,0.6234
0.349,0.6237
0.35,0.624
0.351,0.6243
0.352,0.6246
0.353,0.625
0.354,0.6253
0.355,0.6256
0.356,0.6259
0.357,0.6262
0.358,0.6265
0.359,0.6269
0.36,0.6272
0.361,0.6275
0.362,0.6278
0.363,0.6281
0.364,0.6284
0.365,0.6287
0.366,0.629
0.367,0.6294
0.368,0.6297
0.369,0.63
0.37,0.6303
0.371,0.6306
0.372,0.6309
0.373,0.6312
0.374,0.6315
0.375,0.6319
0.376,0.6322
0.377,0.6325
0.378,0.6328
0.379,0.6331
0.38,0.6334
0.381,0.6337
0.382,0.634
0.383,0.6343
0.384,0.6346
0.385,0.6349
0.386,0.6352
0.387,0.6355
0.388,0.6358
0.389,0.6362
0.39,0.6365
0.391,0.6368
0.392,0.6371
0.393,0.6374
0.394,0.6377
0.395,0.638
0.396,0.6383
0.397,0.6386
0.398,0.6389
0.399,0.6392
0.4,0.6395
0.401,0.6398
0.402,0.6401
0.403,0.6404
0.404,0.6407
0.405,0.641
0.406,0.6413
0.407,0.6416
0.408,0.6419
0.409,0.6422
0.41,0.6425
0.411,0.6428
0.412,0.6431
0.413,0.6434
0.414,0.6437
0.415,0.644
0.416,0.6443
0.417,0.6446
0.418,0.6449
0.419,0.6452
0.42,0.6455
0.421,0.6457
0.422,0.646
0.423,0.6463
0.424,0.6466
0.425,0.6469
0.426,0.6472
0.427,0.6475
0.428,0.6478
0.429,0.6481
0.43,0.6484
0.431,0.6487
0.432,0.649
0.433,0.6493
0.434,0.6495
0.435,0.6498
0.436,0.6501
0.437,0.6504
0.438,0.6507
0.439,0.651
0.44,0.6513
0.441,0.6516
0.442,0.6518
0.443,0.6521
