x,f(x)
0,0.002166
0.001,0.002166
0.002,0.002166
0.003,0.002167
0.004,0.002167
0.005,0.002168
0.006,0.00217
0.007,0.002171
0.008,0.002172
0.009,0.002174
0.01,0.002176
0.011,0.002178
0.012,0.002181
0.013,0.002183
0.014,0.002186
0.015,0.002189
0.016,0.002193
0.017,0.002196
0.018,0.0022
0.019,0.002204
0.02,0.002208
0.021,0.002212
0.022,0.002216
0.023,0.002221
0.024,0.002226
0.025,0.002231
0.026,0.002237
0.027,0.002242
0.028,0.002248
0.029,0.002254
0.03,0.00226
0.031,0.002267
0.032,0.002273
0.033,0.00228
0.034,0.002287
0.035,0.002295
0.036,0.002302
0.037,0.00231
0.038,0.002318
0.039,0.002326
0.04,0.002334
0.041,0.002343
0.042,0.002352
0.043,0.002361
0.044,0.00237
0.045,0.002379
0.046,0.002389
0.047,0.002399
0.048,0.002409
0.049,0.00242
0.05,0.00243
0.051,0.002441
0.052,0.002452
0.053,0.002463
0.054,0.002475
0.055,0.002487
0.056,0.002499
0.057,0.002511
0.058,0.002523
0.059,0.002536
0.06,0.002549
0.061,0.002562
0.062,0.002575
0.063,0.002589
0.064,0.002602
0.065,0.002616
0.066,0.002631
0.067,0.002645
0.068,0.00266
0.069,0.002675
0.07,0.00269
0.071,0.002706
0.072,0.002721
0.073,0.002737
0.074,0.002754
0.075,0.00277
0.076,0.002787
0.077,0.002804
0.078,0.002821
0.079,0.002838
0.08,0.002856
0.081,0.002874
0.082,0.002892
0.083,0.00291
0.084,0.002929
0.085,0.002948
0.086,0.002967
0.087,0.002987
0.088,0.003006
0.089,0.003026
0.09,0.003046
0.091,0.003067
0.092,0.003088
0.093,0.003109
0.094,0.00313
0.095,0.003151
0.096,0.003173
0.097,0.003195
0.098,0.003217
0.099,0.00324
0.1,0.003263
0.101,0.003286
0.102,0.003309
0.103,0.003333
0.104,0.003357
0.105,0.003381
0.106,0.003406
0.107,0.003431
0.108,0.003456
0.109,0.003481
0.11,0.003507
0.111,0.003533
0.112,0.003559
0.113,0.003585
0.114,0.003612
0.115,0.003639
0.116,0.003667
0.117,0.003694
0.118,0.003722
0.119,0.003751
0.12,0.003779
0.121,0.003808
0.122,0.003837
0.123,0.003867
0.124,0.003897
0.125,0.003927
0.126,0.003957
0.127,0.003988
0.128,0.004019
0.129,0.00405
0.13,0.004082
0.131,0.004114
0.132,0.004146
0.133,0.004179
0.134,0.004212
0.135,0.004245
0.136,0.004278
0.137,0.004312
0.138,0.004347
0.139,0.004381
0.14,0.004416
0.141,0.004451
0.142,0.004487
0.143,0.004523
0.144,0.004559
0.145,0.004596
0.146,0.004633
0.147,0.00467
0.148,0.004708
0.149,0.004746
0.15,0.004784
0.151,0.004823
0.152,0.004862
0.153,0.004901
0.154,0.004941
0.155,0.004981
0.156,0.005021
0.157,0.005062
0.158,0.005103
0.159,0.005145
0.16,0.005187
0.161,0.005229
0.162,0.005272
0.163,0.005315
0.164,0.005359
0.165,0.005402
0.166,0.005447
0.167,0.005491
0.168,0.005536
0.169,0.005582
0.17,0.005628
0.171,0.005674
0.172,0.00572
0.173,0.005767
0.174,0.005815
0.175,0.005863
0.176,0.005911
0.177,0.005959
0.178,0.006008
0.179,0.006058
0.18,0.006108
0.181,0.006158
0.182,0.006209
0.183,0.00626
0.184,0.006311
0.185,0.006363
0.186,0.006416
0.187,0.006469
0.188,0.006522
0.189,0.006576
0.19,0.00663
0.191,0.006684
0.192,0.006739
0.193,0.006795
0.194,0.006851
0.195,0.006907
0.196,0.006964
0.197,0.007021
0.198,0.007079
0.199,0.007138
0.2,0.007196
0.201,0.007255
0.202,0.007315
0.203,0.007375
0.204,0.007436
0.205,0.007497
0.206,0.007559
0.207,0.007621
0.208,0.007683
0.209,0.007746
0.21,0.00781
0.211,0.007874
0.212,0.007938
0.213,0.008003
