"U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5.8742e-08,-1.7313e-13,9.801e-27,1,0,0.0040707,0.002,5e-05
6.5998e-06,3.0736e-06,-1.148e-23,1,9.9934e-08,0.0040706,0.0020001,5e-05
1.3148e-05,6.1574e-06,-2.301e-23,1,2.0003e-07,0.0040706,0.0020001,5e-05
1.967e-05,9.2416e-06,-3.4551e-23,1,2.998e-07,0.0040705,0.0020002,5e-05
2.621e-05,1.2315e-05,-4.6039e-23,1,3.9974e-07,0.0040704,0.0020003,5e-05
3.2759e-05,1.5399e-05,-5.7571e-23,1,4.9984e-07,0.0040704,0.0020004,5e-05
3.9308e-05,1.8483e-05,-6.9104e-23,1,5.9993e-07,0.0040703,0.0020004,5e-05
4.5847e-05,2.1556e-05,-8.0589e-23,1,6.9987e-07,0.0040702,0.0020005,5e-05
5.2396e-05,2.464e-05,-9.2121e-23,1,7.9997e-07,0.0040701,0.0020006,5e-05
5.8925e-05,2.7725e-05,-1.0368e-22,1,8.9974e-07,0.0040701,0.0020006,5e-05
6.5476e-05,3.0809e-05,-1.1521e-22,1,9.9984e-07,0.00407,0.0020007,5e-05
7.2014e-05,3.3883e-05,-1.2669e-22,1,1.0998e-06,0.0040699,0.0020008,5e-05
7.8564e-05,3.6967e-05,-1.3823e-22,1,1.1999e-06,0.0040699,0.0020008,5e-05
8.3463e-05,3.9891e-05,-1.2778e-22,1,1.3e-06,0.0040698,0.0020009,5e-05
8.6708e-05,4.2646e-05,-9.5461e-23,1,1.3999e-06,0.0040697,0.002001,5e-05
8.9956e-05,4.5411e-05,-6.3044e-23,1,1.5e-06,0.0040696,0.0020011,5e-05
9.3187e-05,4.8178e-05,-3.0634e-23,1,1.5998e-06,0.0040696,0.0020011,5e-05
9.6433e-05,5.0933e-05,1.6829e-24,1,1.6997e-06,0.0040695,0.0020012,5e-05
9.968e-05,5.3698e-05,3.4103e-23,1,1.7998e-06,0.0040694,0.0020013,5e-05
0.00010293,5.6463e-05,6.6523e-23,1,1.8999e-06,0.0040694,0.0020013,5e-05
0.00010618,5.9227e-05,9.8943e-23,1,2e-06,0.0040693,0.0020014,5e-05
0.00010942,6.1982e-05,1.3124e-22,1,2.0999e-06,0.0040692,0.0020015,5e-05
0.00011267,6.4747e-05,1.6366e-22,1,2.2e-06,0.0040692,0.0020016,5e-05
0.0001159,6.7514e-05,1.9612e-22,1,2.2998e-06,0.0040691,0.0020016,5e-05
0.00011915,7.0269e-05,2.2841e-22,1,2.3997e-06,0.004069,0.0020017,5e-05
0.00012239,7.3034e-05,2.6083e-22,1,2.4998e-06,0.0040689,0.0020018,5e-05
0.00012584,7.5514e-05,2.4956e-22,1,2.5999e-06,0.0040689,0.0020018,5e-05
0.00012928,7.7984e-05,2.3831e-22,1,2.6999e-06,0.0040688,0.0020019,5e-05
0.00013272,8.0464e-05,2.2704e-22,1,2.8e-06,0.0040687,0.002002,5e-05
0.00013615,8.2945e-05,2.1582e-22,1,2.8997e-06,0.0040687,0.0020021,5e-05
0.00013959,8.5425e-05,2.0455e-22,1,2.9998e-06,0.0040686,0.0020021,5e-05
0.00014303,8.7896e-05,1.933e-22,1,3.0998e-06,0.0040685,0.0020022,5e-05
0.00014648,9.0375e-05,1.8203e-22,1,3.1999e-06,0.0040684,0.0020023,5e-05
0.00014992,9.2855e-05,1.7077e-22,1,3.3e-06,0.0040684,0.0020023,5e-05
0.00015336,9.5325e-05,1.5953e-22,1,3.3999e-06,0.0040683,0.0020024,5e-05
0.0001568,9.7805e-05,1.4826e-22,1,3.5e-06,0.0040682,0.0020025,5e-05
0.00016023,0.00010029,1.3701e-22,1,3.5998e-06,0.0040682,0.0020025,5e-05
0.00016367,0.00010276,1.2577e-22,1,3.6997e-06,0.0040681,0.0020026,5e-05
0.00016715,0.00010516,1.1608e-22,1,3.7998e-06,0.004068,0.0020027,5e-05
0.00017065,0.00010748,1.0795e-22,1,3.8999e-06,0.004068,0.0020028,5e-05
0.00017415,0.0001098,9.9854e-23,1,3.9998e-06,0.0040679,0.0020028,5e-05
0.00017766,0.00011212,9.173e-23,1,4.0999e-06,0.0040678,0.0020029,5e-05
0.00018115,0.00011445,8.3612e-23,1,4.1997e-06,0.0040677,0.002003,5e-05
0.00018465,0.00011678,7.5488e-23,1,4.2998e-06,0.0040677,0.002003,5e-05
0.00018815,0.00011909,6.7388e-23,1,4.3997e-06,0.0040676,0.0020031,5e-05
0.00019165,0.00012142,5.9264e-23,1,4.4998e-06,0.0040675,0.0020032,5e-05
0.00019516,0.00012374,5.114e-23,1,4.5999e-06,0.0040675,0.0020033,5e-05
0.00019866,0.00012606,4.3043e-23,1,4.6999e-06,0.0040674,0.0020033,5e-05
0.00020216,0.00012838,3.4919e-23,1,4.8e-06,0.0040673,0.0020034,5e-05
0.00020565,0.00013071,2.6796e-23,1,4.8997e-06,0.0040672,0.0020035,5e-05
0.00020915,0.00013303,1.8699e-23,1,4.9997e-06,0.0040672,0.0020035,5e-05
0.00021264,0.00013527,3.1925e-23,1,5.0998e-06,0.0040671,0.0020036,5e-05
0.00021613,0.00013752,4.5218e-23,1,5.1999e-06,0.004067,0.0020037,5e-05
0.00021961,0.00013976,5.8511e-23,1,5.3e-06,0.004067,0.0020037,5e-05
0.0002231,0.000142,7.1755e-23,1,5.3999e-06,0.0040669,0.0020038,5e-05
0.00022658,0.00014425,8.5046e-23,1,5.5e-06,0.0040668,0.0020039,5e-05
0.00023006,0.00014649,9.8357e-23,1,5.5998e-06,0.0040668,0.002004,5e-05
0.00023354,0.00014873,1.116e-22,1,5.6997e-06,0.0040667,0.002004,5e-05
0.00023703,0.00015098,1.2489e-22,1,5.7998e-06,0.0040666,0.0020041,5e-05
0.00024052,0.00015322,1.3818e-22,1,5.8999e-06,0.0040665,0.0020042,5e-05
0.000244,0.00015546,1.5142e-22,1,5.9998e-06,0.0040665,0.0020042,5e-05
0.00024749,0.00015771,1.6471e-22,1,6.0999e-06,0.0040664,0.0020043,5e-05
0.00025096,0.00015996,1.7804e-22,1,6.1997e-06,0.0040663,0.0020044,5e-05
0.00025442,0.00016217,1.7292e-22,1,6.2998e-06,0.0040663,0.0020045,5e-05
0.00025785,0.00016435,1.4945e-22,1,6.3997e-06,0.0040662,0.0020045,5e-05
0.00026129,0.00016654,1.2593e-22,1,6.4998e-06,0.0040661,0.0020046,5e-05
0.00026472,0.00016873,1.024e-22,1,6.5999e-06,0.004066,0.0020047,5e-05
0.00026816,0.00017091,7.8945e-23,1,6.6999e-06,0.004066,0.0020047,5e-05
0.00027159,0.0001731,5.5423e-23,1,6.8e-06,0.0040659,0.0020048,5e-05
0.00027501,0.00017529,3.1914e-23,1,6.8997e-06,0.0040658,0.0020049,5e-05
0.00027845,0.00017747,8.4607e-24,1,6.9997e-06,0.0040658,0.0020049,5e-05
0.00028188,0.00017965,-1.5064e-23,1,7.0998e-06,0.0040657,0.002005,5e-05
0.00028532,0.00018184,-3.8588e-23,1,7.1999e-06,0.0040656,0.0020051,5e-05
0.00028875,0.00018402,-6.203e-23,1,7.2998e-06,0.0040655,0.0020052,5e-05
0.00029218,0.00018621,-8.5552e-23,1,7.3999e-06,0.0040655,0.0020052,5e-05
0.00029561,0.0001884,-1.0909e-22,1,7.4997e-06,0.0040654,0.0020053,5e-05
0.00029897,0.00019053,-1.2407e-22,1,7.5998e-06,0.0040653,0.0020054,5e-05
0.00030234,0.00019266,-1.3898e-22,1,7.6997e-06,0.0040653,0.0020054,5e-05
0.00030571,0.0001948,-1.5395e-22,1,7.7998e-06,0.0040652,0.0020055,5e-05
0.00030907,0.00019693,-1.6892e-22,1,7.8999e-06,0.0040651,0.0020056,5e-05
0.00031244,0.00019906,-1.8383e-22,1,7.9998e-06,0.0040651,0.0020057,5e-05
0.00031581,0.00020119,-1.988e-22,1,8.0999e-06,0.004065,0.0020057,5e-05
0.00031916,0.00020333,-2.1381e-22,1,8.1997e-06,0.0040649,0.0020058,5e-05
0.00032252,0.00020546,-2.2871e-22,1,8.2996e-06,0.0040648,0.0020059,5e-05
0.00032589,0.00020759,-2.4369e-22,1,8.3997e-06,0.0040648,0.0020059,5e-05
0.00032926,0.00020973,-2.5866e-22,1,8.4998e-06,0.0040647,0.002006,5e-05
0.00033263,0.00021186,-2.7363e-22,1,8.5999e-06,0.0040646,0.0020061,5e-05
0.00033599,0.00021399,-2.8852e-22,1,8.6999e-06,0.0040646,0.0020062,5e-05
0.00033932,0.0002161,-2.8028e-22,1,8.8e-06,0.0040645,0.0020062,5e-05
0.0003426,0.00021818,-2.4893e-22,1,8.8997e-06,0.0040644,0.0020063,5e-05
0.00034589,0.00022026,-2.1757e-22,1,8.9997e-06,0.0040643,0.0020064,5e-05
0.00034918,0.00022234,-1.8615e-22,1,9.0998e-06,0.0040643,0.0020064,5e-05
0.00035247,0.00022442,-1.5473e-22,1,9.1999e-06,0.0040642,0.0020065,5e-05
0.00035576,0.0002265,-1.2339e-22,1,9.2998e-06,0.0040641,0.0020066,5e-05
0.00035905,0.00022858,-9.1971e-23,1,9.3999e-06,0.0040641,0.0020066,5e-05
0.00036233,0.00023066,-6.0585e-23,1,9.4997e-06,0.004064,0.0020067,5e-05
0.00036562,0.00023275,-2.9162e-23,1,9.5998e-06,0.0040639,0.0020068,5e-05
0.0003689,0.00023482,2.1676e-24,1,9.6997e-06,0.0040639,0.0020069,5e-05
0.0003722,0.0002369,3.3587e-23,1,9.7998e-06,0.0040638,0.0020069,5e-05
0.00037549,0.00023899,6.5006e-23,1,9.8999e-06,0.0040637,0.002007,5e-05
0.00037877,0.00024106,9.6323e-23,1,9.9998e-06,0.0040636,0.0020071,5e-05
0.00038198,0.00024309,1.0055e-22,1,1.01e-05,0.0040636,0.0020071,5e-05
0.00038518,0.00024513,1.047e-22,1,1.02e-05,0.0040635,0.0020072,5e-05
0.00038839,0.00024715,1.0883e-22,1,1.03e-05,0.0040634,0.0020073,5e-05
0.0003916,0.00024918,1.1298e-22,1,1.04e-05,0.0040634,0.0020074,5e-05
0.00039481,0.00025122,1.1713e-22,1,1.05e-05,0.0040633,0.0020074,5e-05
0.00039801,0.00025324,1.2126e-22,1,1.06e-05,0.0040632,0.0020075,5e-05
0.00040123,0.00025527,1.2541e-22,1,1.07e-05,0.0040631,0.0020076,5e-05
0.00040442,0.00025731,1.2957e-22,1,1.08e-05,0.0040631,0.0020076,5e-05
0.00040763,0.00025934,1.3372e-22,1,1.09e-05,0.004063,0.0020077,5e-05
0.00041084,0.00026137,1.3785e-22,1,1.1e-05,0.0040629,0.0020078,5e-05
0.00041405,0.0002634,1.42e-22,1,1.11e-05,0.0040629,0.0020078,5e-05
0.00041726,0.00026543,1.4615e-22,1,1.12e-05,0.0040628,0.0020079,5e-05
0.00042043,0.00026743,1.4402e-22,1,1.13e-05,0.0040627,0.002008,5e-05
0.00042356,0.00026941,1.3555e-22,1,1.14e-05,0.0040626,0.0020081,5e-05
0.00042667,0.00027139,1.2711e-22,1,1.15e-05,0.0040626,0.0020081,5e-05
0.0004298,0.00027337,1.1866e-22,1,1.16e-05,0.0040625,0.0020082,5e-05
0.00043293,0.00027535,1.102e-22,1,1.17e-05,0.0040624,0.0020083,5e-05
0.00043606,0.00027733,1.0174e-22,1,1.18e-05,0.0040624,0.0020083,5e-05
0.00043919,0.00027931,9.3276e-23,1,1.19e-05,0.0040623,0.0020084,5e-05
0.00044231,0.00028129,8.4837e-23,1,1.2e-05,0.0040622,0.0020085,5e-05
0.00044544,0.00028327,7.6375e-23,1,1.21e-05,0.0040622,0.0020086,5e-05
0.00044856,0.00028525,6.7919e-23,1,1.22e-05,0.0040621,0.0020086,5e-05
0.00045168,0.00028723,5.9481e-23,1,1.23e-05,0.004062,0.0020087,5e-05
0.00045481,0.00028921,5.1019e-23,1,1.24e-05,0.0040619,0.0020088,5e-05
0.00045794,0.00029119,4.2559e-23,1,1.25e-05,0.0040619,0.0020088,5e-05
0.00046098,0.00029311,5.1251e-23,1,1.26e-05,0.0040618,0.0020089,5e-05
0.00046403,0.00029505,5.9971e-23,1,1.27e-05,0.0040617,0.002009,5e-05
0.00046707,0.00029698,6.8695e-23,1,1.28e-05,0.0040617,0.0020091,5e-05
0.00047011,0.00029891,7.7416e-23,1,1.29e-05,0.0040616,0.0020091,5e-05
0.00047316,0.00030084,8.6106e-23,1,1.3e-05,0.0040615,0.0020092,5e-05
0.0004762,0.00030277,9.4826e-23,1,1.31e-05,0.0040614,0.0020093,5e-05
0.00047925,0.0003047,1.0355e-22,1,1.32e-05,0.0040614,0.0020093,5e-05
0.00048229,0.00030662,1.1223e-22,1,1.33e-05,0.0040613,0.0020094,5e-05
