"U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,0,0,0.0060224,0.0019553,5e-05
nan,nan,nan,0,9.996e-08,0.0060223,0.0019554,5e-05
nan,nan,nan,0,1.9992e-07,0.0060223,0.0019555,5e-05
0.0028226,0.0014113,-1.0227e-23,1,3.0009e-07,0.0060222,0.0019555,5e-05
0.0032117,0.0016058,-1.0227e-23,1,4.0005e-07,0.0060222,0.0019556,5e-05
0.0036008,0.0018004,-1.0227e-23,1,5.0001e-07,0.0060221,0.0019557,5e-05
0.0039907,0.0019953,-1.0227e-23,1,6.0018e-07,0.0060221,0.0019558,5e-05
0.0043797,0.0021899,-1.0227e-23,1,7.0014e-07,0.006022,0.0019559,5e-05
0.0047688,0.0023844,-1.0228e-23,1,8.001e-07,0.006022,0.001956,5e-05
0.0051579,0.0025789,-1.0228e-23,1,9.0006e-07,0.006022,0.0019561,5e-05
0.0055469,0.0027735,-1.0228e-23,1,1e-06,0.0060219,0.0019562,5e-05
0.005936,0.002968,-1.0229e-23,1,1.1e-06,0.0060219,0.0019563,5e-05
0.0063251,0.0031625,-1.0229e-23,1,1.1999e-06,0.0060218,0.0019564,5e-05
0.0067752,0.0033876,-8.6022e-24,1,1.2999e-06,0.0060218,0.0019564,5e-05
0.0072839,0.003642,-5.4327e-24,1,1.4001e-06,0.0060217,0.0019565,5e-05
0.0077916,0.0038958,-2.2707e-24,1,1.5e-06,0.0060217,0.0019566,5e-05
0.0082992,0.0041496,8.9137e-25,1,1.6e-06,0.0060216,0.0019567,5e-05
0.0088069,0.0044035,4.0534e-24,1,1.6999e-06,0.0060216,0.0019568,5e-05
0.0093146,0.0046573,7.2154e-24,1,1.7999e-06,0.0060216,0.0019569,5e-05
0.0098222,0.0049111,1.0377e-23,1,1.8999e-06,0.0060215,0.001957,5e-05
0.010331,0.0051655,1.3545e-23,1,2e-06,0.0060215,0.0019571,5e-05
0.01084,0.0054198,1.6714e-23,1,2.1002e-06,0.0060214,0.0019572,5e-05
0.011347,0.0056737,1.9876e-23,1,2.2002e-06,0.0060214,0.0019572,5e-05
0.011855,0.0059275,2.3038e-23,1,2.3001e-06,0.0060213,0.0019573,5e-05
0.012363,0.0061813,2.62e-23,1,2.4001e-06,0.0060213,0.0019574,5e-05
0.01287,0.0064351,2.9308e-23,1,2.5e-06,0.0060212,0.0019575,5e-05
