x,f(x)
0,0.5006
0.001,0.5006
0.002,0.5007
0.003,0.5008
0.004,0.501
0.005,0.5013
0.006,0.5015
0.007,0.5018
0.008,0.5022
0.009,0.5025
0.01,0.5028
0.011,0.5032
0.012,0.5035
0.013,0.5038
0.014,0.5041
0.015,0.5044
0.016,0.5047
0.017,0.505
0.018,0.5053
0.019,0.5056
0.02,0.5058
0.021,0.5061
0.022,0.5063
0.023,0.5066
0.024,0.5069
0.025,0.5072
0.026,0.5075
0.027,0.5078
0.028,0.5081
0.029,0.5084
0.03,0.5087
0.031,0.509
0.032,0.5093
0.033,0.5096
0.034,0.5099
0.035,0.5102
0.036,0.5105
0.037,0.5108
0.038,0.511
0.039,0.5113
0.04,0.5116
0.041,0.5119
0.042,0.5121
0.043,0.5124
0.044,0.5127
0.045,0.513
0.046,0.5133
0.047,0.5136
0.048,0.5139
0.049,0.5142
0.05,0.5145
0.051,0.5148
0.052,0.5151
0.053,0.5154
0.054,0.5156
0.055,0.5159
0.056,0.5162
0.057,0.5165
0.058,0.5168
0.059,0.5171
0.06,0.5174
0.061,0.5176
0.062,0.5179
0.063,0.5182
0.064,0.5185
0.065,0.5188
0.066,0.519
0.067,0.5193
0.068,0.5196
0.069,0.5199
0.07,0.5202
0.071,0.5205
0.072,0.5208
0.073,0.5211
0.074,0.5214
0.075,0.5217
0.076,0.522
0.077,0.5223
0.078,0.5225
0.079,0.5228
0.08,0.5231
0.081,0.5234
0.082,0.5237
0.083,0.5239
0.084,0.5242
0.085,0.5245
0.086,0.5248
0.087,0.5251
0.088,0.5254
0.089,0.5257
0.09,0.526
0.091,0.5263
0.092,0.5266
0.093,0.5268
0.094,0.5271
0.095,0.5274
0.096,0.5277
0.097,0.528
0.098,0.5283
0.099,0.5286
0.1,0.5288
0.101,0.5291
0.102,0.5294
0.103,0.5297
0.104,0.53
0.105,0.5302
0.106,0.5305
0.107,0.5308
0.108,0.5311
0.109,0.5314
0.11,0.5317
0.111,0.532
0.112,0.5323
0.113,0.5326
0.114,0.5328
0.115,0.5331
0.116,0.5334
0.117,0.5337
0.118,0.534
0.119,0.5343
0.12,0.5345
0.121,0.5348
0.122,0.5351
0.123,0.5354
0.124,0.5357
0.125,0.5359
0.126,0.5362
0.127,0.5365
0.128,0.5368
0.129,0.5371
0.13,0.5374
0.131,0.5377
0.132,0.5379
0.133,0.5382
0.134,0.5385
0.135,0.5388
0.136,0.5391
0.137,0.5394
0.138,0.5397
0.139,0.5399
0.14,0.5402
0.141,0.5405
0.142,0.5408
0.143,0.541
0.144,0.5413
0.145,0.5416
0.146,0.5419
0.147,0.5422
0.148,0.5425
0.149,0.5427
0.15,0.543
0.151,0.5433
0.152,0.5436
0.153,0.5439
0.154,0.5442
0.155,0.5444
0.156,0.5447
0.157,0.545
0.158,0.5453
0.159,0.5456
0.16,0.5458
0.161,0.5461
0.162,0.5464
0.163,0.5467
0.164,0.5469
0.165,0.5472
0.166,0.5475
0.167,0.5478
0.168,0.5481
0.169,0.5484
0.17,0.5486
0.171,0.5489
0.172,0.5492
0.173,0.5495
0.174,0.5498
0.175,0.55
0.176,0.5503
0.177,0.5506
0.178,0.5509
0.179,0.5512
0.18,0.5514
0.181,0.5517
0.182,0.552
0.183,0.5522
0.184,0.5525
0.185,0.5528
0.186,0.5531
0.187,0.5534
0.188,0.5536
0.189,0.5539
0.19,0.5542
0.191,0.5545
0.192,0.5548
0.193,0.555
0.194,0.5553
0.195,0.5556
0.196,0.5559
0.197,0.5561
0.198,0.5564
0.199,0.5567
0.2,0.557
0.201,0.5572
0.202,0.5575
0.203,0.5578
0.204,0.558
0.205,0.5583
0.206,0.5586
0.207,0.5589
0.208,0.5591
0.209,0.5594
0.21,0.5597
0.211,0.56
0.212,0.5603
0.213,0.5605
0.214,0.5608
0.215,0.5611
0.216,0.5614
0.217,0.5616
0.218,0.5619
0.219,0.5622
0.22,0.5624
0.221,0.5627
0.222,0.563
0.223,0.5632
0.224,0.5635
0.225,0.5638
0.226,0.5641
0.227,0.5643
0.228,0.5646
0.229,0.5649
0.23,0.5651
0.231,0.5654
0.232,0.5657
0.233,0.566
0.234,0.5662
0.235,0.5665
0.236,0.5668
0.237,0.5671
0.238,0.5673
0.239,0.5676
0.24,0.5679
0.241,0.5681
0.242,0.5684
0.243,0.5687
0.244,0.5689
0.245,0.5692
0.246,0.5695
0.247,0.5697
0.248,0.57
0.249,0.5703
0.25,0.5705
0.251,0.5708
0.252,0.5711
0.253,0.5713
0.254,0.5716
0.255,0.5719
0.256,0.5721
0.257,0.5724
0.258,0.5727
0.259,0.5729
0.26,0.5732
0.261,0.5735
0.262,0.5737
0.263,0.574
0.264,0.5743
0.265,0.5745
0.266,0.5748
0.267,0.575
0.268,0.5753
0.269,0.5756
0.27,0.5758
0.271,0.5761
0.272,0.5764
0.273,0.5766
0.274,0.5769
0.275,0.5772
0.276,0.5774
0.277,0.5777
0.278,0.578
0.279,0.5782
0.28,0.5785
0.281,0.5787
0.282,0.579
0.283,0.5793
0.284,0.5795
0.285,0.5798
0.286,0.58
0.287,0.5803
0.288,0.5806
0.289,0.5808
0.29,0.5811
0.291,0.5813
0.292,0.5816
0.293,0.5819
0.294,0.5821
0.295,0.5824
0.296,0.5826
0.297,0.5829
0.298,0.5832
0.299,0.5834
0.3,0.5837
0.301,0.5839
0.302,0.5842
0.303,0.5844
0.304,0.5847
0.305,0.585
0.306,0.5852
0.307,0.5855
0.308,0.5857
0.309,0.586
0.31,0.5862
0.311,0.5865
0.312,0.5868
0.313,0.587
0.314,0.5873
0.315,0.5875
0.316,0.5878
0.317,0.588
0.318,0.5883
0.319,0.5885
0.32,0.5888
0.321,0.589
0.322,0.5893
0.323,0.5896
0.324,0.5898
0.325,0.5901
0.326,0.5903
0.327,0.5906
0.328,0.5908
0.329,0.5911
0.33,0.5913
0.331,0.5916
0.332,0.5918
0.333,0.5921
0.334,0.5923
0.335,0.5926
0.336,0.5928
0.337,0.5931
0.338,0.5933
0.339,0.5936
0.34,0.5938
0.341,0.5941
0.342,0.5943
0.343,0.5946
0.344,0.5948
0.345,0.5951
0.346,0.5953
0.347,0.5956
0.348,0.5958
0.349,0.5961
0.35,0.5963
0.351,0.5965
0.352,0.5968
0.353,0.597
0.354,0.5973
0.355,0.5975
0.356,0.5978
0.357,0.598
0.358,0.5983
0.359,0.5985
0.36,0.5988
0.361,0.599
0.362,0.5992
0.363,0.5995
0.364,0.5997
0.365,0.6
0.366,0.6002
0.367,0.6005
0.368,0.6007
0.369,0.6009
0.37,0.6012
0.371,0.6014
0.372,0.6017
0.373,0.6019
0.374,0.6022
0.375,0.6024
0.376,0.6026
0.377,0.6029
0.378,0.6031
0.379,0.6034
0.38,0.6036
0.381,0.6038
0.382,0.6041
0.383,0.6043
0.384,0.6046
0.385,0.6048
0.386,0.605
0.387,0.6053
0.388,0.6055
0.389,0.6057
0.39,0.606
0.391,0.6062
0.392,0.6065
0.393,0.6067
0.394,0.6069
0.395,0.6072
0.396,0.6074
0.397,0.6076
0.398,0.6079
0.399,0.6081
0.4,0.6083
0.401,0.6086
0.402,0.6088
0.403,0.609
0.404,0.6093
0.405,0.6095
0.406,0.6097
0.407,0.61
0.408,0.6102
0.409,0.6104
0.41,0.6107
0.411,0.6109
0.412,0.6111
0.413,0.6114
0.414,0.6116
0.415,0.6118
0.416,0.6121
0.417,0.6123
0.418,0.6125
0.419,0.6127
0.42,0.613
0.421,0.6132
0.422,0.6134
0.423,0.6136
0.424,0.6139
0.425,0.6141
0.426,0.6143
0.427,0.6146
0.428,0.6148
0.429,0.615
0.43,0.6152
0.431,0.6155
0.432,0.6157
0.433,0.6159
0.434,0.6161
0.435,0.6164
0.436,0.6166
0.437,0.6168
0.438,0.617
0.439,0.6173
0.44,0.6175
0.441,0.6177
0.442,0.6179
0.443,0.6182
0.444,0.6184
0.445,0.6186
0.446,0.6188
0.447,0.619
0.448,0.6193
0.449,0.6195
0.45,0.6197
0.451,0.6199
0.452,0.6201
0.453,0.6204
0.454,0.6206
0.455,0.6208
0.456,0.621
0.457,0.6212
0.458,0.6215
0.459,0.6217
0.46,0.6219
0.461,0.6221
0.462,0.6223
0.463,0.6225
0.464,0.6228
0.465,0.623
0.466,0.6232
0.467,0.6234
0.468,0.6236
0.469,0.6238
0.47,0.624
0.471,0.6243
0.472,0.6245
0.473,0.6247
0.474,0.6249
0.475,0.6251
0.476,0.6253
0.477,0.6255
0.478,0.6258
0.479,0.626
0.48,0.6262
0.481,0.6264
0.482,0.6266
0.483,0.6268
0.484,0.627
0.485,0.6272
0.486,0.6274
0.487,0.6276
0.488,0.6278
0.489,0.6281
0.49,0.6283
0.491,0.6285
0.492,0.6287
0.493,0.6289
0.494,0.6291
0.495,0.6293
0.496,0.6295
0.497,0.6297
0.498,0.6299
0.499,0.6301
0.5,0.6303
0.501,0.6305
0.502,0.6307
0.503,0.6309
0.504,0.6311
0.505,0.6313
0.506,0.6315
0.507,0.6317
0.508,0.632
0.509,0.6322
0.51,0.6324
0.511,0.6326
0.512,0.6328
0.513,0.633
0.514,0.6332
0.515,0.6334
0.516,0.6336
0.517,0.6338
0.518,0.634
0.519,0.6342
0.52,0.6344
0.521,0.6346
0.522,0.6348
0.523,0.6349
0.524,0.6351
0.525,0.6353
0.526,0.6355
0.527,0.6357
0.528,0.6359
0.529,0.6361
0.53,0.6363
0.531,0.6365
0.532,0.6367
0.533,0.6369
0.534,0.6371
0.535,0.6373
0.536,0.6375
0.537,0.6377
0.538,0.6379
0.539,0.6381
0.54,0.6383
0.541,0.6384
0.542,0.6386
0.543,0.6388
0.544,0.639
