x,f(x)
0,1.665e-16
0.001,-1.11e-16
0.002,2.22e-16
0.003,0
0.004,1.665e-16
0.005,5.551e-17
0.006,1.665e-16
0.007,1.665e-16
0.008,5.551e-17
0.009,2.776e-16
0.01,0
0.011,1.665e-16
0.012,3.331e-16
0.013,1.11e-16
0.014,2.776e-16
0.015,1.665e-16
0.016,0
0.017,0
0.018,-1.11e-16
0.019,5.551e-17
0.02,0
0.021,2.22e-16
0.022,5.551e-17
0.023,0
0.024,0
0.025,5.551e-17
0.026,1.11e-16
0.027,3.886e-16
0.028,1.11e-16
0.029,2.22e-16
0.03,-1.11e-16
0.031,-1.11e-16
0.032,5.551e-17
0.033,0
0.034,0
0.035,2.776e-16
0.036,-1.11e-16
0.037,0
0.038,-1.11e-16
0.039,1.11e-16
0.04,0
0.041,0
0.042,0
0.043,1.665e-16
0.044,5.551e-17
0.045,1.11e-16
0.046,-1.11e-16
0.047,3.331e-16
0.048,5.551e-17
0.049,1.11e-16
0.05,5.551e-17
0.051,0
0.052,2.22e-16
0.053,1.665e-16
0.054,2.22e-16
0.055,0
0.056,4.441e-16
0.057,1.665e-16
0.058,2.776e-16
0.059,3.331e-16
0.06,1.665e-16
0.061,1.11e-16
0.062,0
0.063,0
0.064,5.551e-17
0.065,1.665e-16
0.066,0
0.067,0
0.068,0
0.069,0
0.07,-2.22e-16
0.071,5.551e-17
0.072,0
0.073,0
0.074,1.11e-16
0.075,1.665e-16
0.076,1.665e-16
0.077,0
0.078,0
0.079,0
0.08,1.665e-16
0.081,1.11e-16
0.082,1.11e-16
0.083,1.11e-16
0.084,-1.11e-16
0.085,1.11e-16
0.086,1.11e-16
0.087,1.11e-16
0.088,5.551e-17
0.089,5.551e-17
0.09,3.331e-16
0.091,5.551e-17
0.092,3.331e-16
0.093,4.441e-16
0.094,2.22e-16
0.095,3.331e-16
0.096,1.665e-16
0.097,4.441e-16
0.098,3.886e-16
0.099,4.996e-16
0.1,7.216e-16
0.101,8.882e-16
0.102,9.992e-16
0.103,1.055e-15
0.104,1.554e-15
0.105,1.776e-15
0.106,1.887e-15
0.107,2.442e-15
0.108,2.887e-15
0.109,3.109e-15
0.11,3.886e-15
0.111,4.274e-15
0.112,5.218e-15
0.113,6.217e-15
0.114,6.994e-15
0.115,8.438e-15
0.116,9.881e-15
0.117,1.155e-14
0.118,1.343e-14
0.119,1.565e-14
0.12,1.81e-14
0.121,2.132e-14
0.122,2.465e-14
0.123,2.875e-14
0.124,3.37e-14
0.125,3.869e-14
0.126,4.546e-14
0.127,5.274e-14
0.128,6.128e-14
0.129,7.139e-14
0.13,8.299e-14
0.131,9.62e-14
0.132,1.116e-13
0.133,1.296e-13
0.134,1.503e-13
0.135,1.744e-13
0.136,2.021e-13
0.137,2.342e-13
0.138,2.711e-13
0.139,3.137e-13
0.14,3.629e-13
0.141,4.197e-13
0.142,4.854e-13
0.143,5.608e-13
0.144,6.482e-13
0.145,7.482e-13
0.146,8.637e-13
0.147,9.966e-13
0.148,1.15e-12
0.149,1.326e-12
0.15,1.528e-12
0.151,1.76e-12
0.152,2.027e-12
0.153,2.333e-12
0.154,2.685e-12
0.155,3.089e-12
0.156,3.551e-12
0.157,4.082e-12
0.158,4.69e-12
0.159,5.386e-12
0.16,6.184e-12
0.161,7.096e-12
0.162,8.14e-12
0.163,9.335e-12
0.164,1.07e-11
0.165,1.226e-11
0.166,1.404e-11
0.167,1.608e-11
0.168,1.84e-11
0.169,2.105e-11
0.17,2.407e-11
0.171,2.752e-11
0.172,3.144e-11
0.173,3.592e-11
0.174,4.101e-11
0.175,4.681e-11
0.176,5.34e-11
0.177,6.091e-11
0.178,6.943e-11
0.179,7.913e-11
0.18,9.013e-11
0.181,1.026e-10
0.182,1.168e-10
0.183,1.329e-10
0.184,1.512e-10
0.185,1.719e-10
0.186,1.953e-10
0.187,2.219e-10
0.188,2.52e-10
0.189,2.861e-10
0.19,3.246e-10
0.191,3.682e-10
0.192,4.175e-10
0.193,4.732e-10
0.194,5.361e-10
0.195,6.072e-10
0.196,6.874e-10
0.197,7.779e-10
0.198,8.799e-10
0.199,9.95e-10
0.2,1.125e-09
0.201,1.271e-09
0.202,1.435e-09
0.203,1.62e-09
0.204,1.829e-09
0.205,2.063e-09
0.206,2.327e-09
0.207,2.623e-09
0.208,2.955e-09
0.209,3.329e-09
0.21,3.748e-09
0.211,4.219e-09
0.212,4.747e-09
0.213,5.338e-09
0.214,6.001e-09
0.215,6.744e-09
0.216,7.576e-09
0.217,8.507e-09
0.218,9.549e-09
0.219,1.071e-08
0.22,1.202e-08
0.221,1.347e-08
0.222,1.51e-08
0.223,1.692e-08
0.224,1.895e-08
0.225,2.121e-08
0.226,2.373e-08
0.227,2.655e-08
0.228,2.969e-08
0.229,3.318e-08
0.23,3.707e-08
0.231,4.141e-08
0.232,4.623e-08
0.233,5.159e-08
0.234,5.755e-08
0.235,6.418e-08
0.236,7.154e-08
0.237,7.972e-08
0.238,8.879e-08
0.239,9.886e-08
0.24,1.1e-07
0.241,1.224e-07
0.242,1.361e-07
0.243,1.514e-07
0.244,1.682e-07
0.245,1.868e-07
0.246,2.075e-07
0.247,2.303e-07
0.248,2.555e-07
0.249,2.834e-07
0.25,3.143e-07
0.251,3.483e-07
0.252,3.859e-07
0.253,4.273e-07
0.254,4.731e-07
0.255,5.235e-07
0.256,5.791e-07
0.257,6.403e-07
0.258,7.077e-07
0.259,7.82e-07
0.26,8.637e-07
0.261,9.536e-07
0.262,1.052e-06
0.263,1.161e-06
0.264,1.28e-06
0.265,1.411e-06
0.266,1.555e-06
0.267,1.713e-06
0.268,1.886e-06
0.269,2.076e-06
0.27,2.284e-06
0.271,2.513e-06
0.272,2.762e-06
0.273,3.036e-06
0.274,3.335e-06
0.275,3.662e-06
0.276,4.02e-06
0.277,4.412e-06
0.278,4.839e-06
0.279,5.306e-06
0.28,5.816e-06
0.281,6.372e-06
0.282,6.979e-06
0.283,7.641e-06
0.284,8.362e-06
0.285,9.148e-06
0.286,1e-05
0.287,1.094e-05
0.288,1.195e-05
0.289,1.305e-05
0.29,1.425e-05
0.291,1.556e-05
0.292,1.697e-05
0.293,1.851e-05
0.294,2.018e-05
0.295,2.2e-05
0.296,2.396e-05
0.297,2.61e-05
0.298,2.841e-05
0.299,3.091e-05
0.3,3.363e-05
0.301,3.656e-05
0.302,3.974e-05
0.303,4.318e-05
0.304,4.69e-05
0.305,5.092e-05
0.306,5.527e-05
0.307,5.996e-05
0.308,6.503e-05
0.309,7.049e-05
0.31,7.639e-05
0.311,8.275e-05
0.312,8.961e-05
0.313,9.699e-05
0.314,0.000105
0.315,0.0001135
0.316,0.0001227
0.317,0.0001327
0.318,0.0001433
0.319,0.0001548
0.32,0.0001671
0.321,0.0001803
0.322,0.0001946
0.323,0.0002098
0.324,0.0002262
0.325,0.0002437
0.326,0.0002625
0.327,0.0002827
0.328,0.0003043
0.329,0.0003274
0.33,0.0003521
0.331,0.0003786
0.332,0.0004069
0.333,0.0004371
0.334,0.0004695
0.335,0.000504
0.336,0.0005409
0.337,0.0005802
0.338,0.0006222
0.339,0.000667
0.34,0.0007147
0.341,0.0007656
0.342,0.0008198
0.343,0.0008775
0.344,0.0009389
0.345,0.001004
0.346,0.001074
0.347,0.001148
0.348,0.001226
0.349,0.001309
0.35,0.001398
0.351,0.001492
0.352,0.001592
0.353,0.001697
0.354,0.001809
0.355,0.001928
0.356,0.002054
0.357,0.002187
0.358,0.002328
0.359,0.002477
0.36,0.002635
0.361,0.002802
0.362,0.002978
0.363,0.003164
0.364,0.003361
0.365,0.003568
0.366,0.003787
0.367,0.004018
0.368,0.004261
0.369,0.004518
0.37,0.004788
0.371,0.005073
0.372,0.005372
0.373,0.005687
0.374,0.006019
0.375,0.006367
0.376,0.006733
0.377,0.007118
